timestamp,equity,symbol,price
2026-02-20 11:21:12.797082,500.0,SPELL_USD,0.0001857
2026-02-20 11:21:13.299704,500.0,SPELL_USD,0.0001847
2026-02-20 11:21:13.853058,500.0,SPELL_USD,0.0001847
2026-02-20 11:21:14.385743,500.0,SPELL_USD,0.0001851
2026-02-20 11:21:14.934540,500.0,SPELL_USD,0.0001877
2026-02-20 11:21:15.448786,500.0,SPELL_USD,0.0001888
2026-02-20 11:21:15.989815,500.0,SPELL_USD,0.0001897
2026-02-20 11:21:16.522255,500.0,SPELL_USD,0.0001892
2026-02-20 11:21:17.069200,500.0,SPELL_USD,0.0001887
2026-02-20 11:21:17.578889,500.0,SPELL_USD,0.0001885
2026-02-20 11:21:18.051650,500.0,SPELL_USD,0.000189
2026-02-20 11:21:18.538536,500.0,SPELL_USD,0.0001886
2026-02-20 11:21:19.033290,500.0,SPELL_USD,0.0001885
2026-02-20 11:21:19.532314,500.0,SPELL_USD,0.0001897
2026-02-20 11:21:20.023026,500.0,SPELL_USD,0.0001904
2026-02-20 11:21:20.508395,500.0,SPELL_USD,0.0001906
2026-02-20 11:21:21.001699,500.0,SPELL_USD,0.0001905
2026-02-20 11:21:21.476971,500.0,SPELL_USD,0.0001908
2026-02-20 11:21:21.961758,500.0,SPELL_USD,0.0001908
2026-02-20 11:21:22.413683,500.0,SPELL_USD,0.0001908
2026-02-20 11:21:22.885327,500.0,SPELL_USD,0.0001906
2026-02-20 11:21:23.352803,500.0,SPELL_USD,0.0001913
2026-02-20 11:21:23.827086,500.0,SPELL_USD,0.0001917
2026-02-20 11:21:24.299426,500.0,SPELL_USD,0.0001914
2026-02-20 11:21:24.759025,500.0,SPELL_USD,0.0001925
2026-02-20 11:21:25.202411,500.0,SPELL_USD,0.0001928
2026-02-20 11:21:25.636956,500.0,SPELL_USD,0.0001914
2026-02-20 11:21:26.077427,500.0,SPELL_USD,0.0001918
2026-02-20 11:21:26.523665,500.0,SPELL_USD,0.0001938
2026-02-20 11:21:26.964073,500.0,SPELL_USD,0.0001941
2026-02-20 11:21:27.404762,500.0,SPELL_USD,0.0001964
2026-02-20 11:21:27.850940,500.0,SPELL_USD,0.0001981
2026-02-20 11:21:28.283262,500.0,SPELL_USD,0.0001974
2026-02-20 11:21:28.715853,500.0,SPELL_USD,0.0001967
2026-02-20 11:21:29.154034,500.0,SPELL_USD,0.0001973
2026-02-20 11:21:29.587915,500.0,SPELL_USD,0.0001975
2026-02-20 11:21:30.029850,500.0,SPELL_USD,0.0001982
2026-02-20 11:21:30.461560,500.0,SPELL_USD,0.0001976
2026-02-20 11:21:30.896513,500.0,SPELL_USD,0.0001983
2026-02-20 11:21:31.328520,500.0,SPELL_USD,0.0001964
2026-02-20 11:21:31.773107,500.0,SPELL_USD,0.0001964
2026-02-20 11:21:32.216788,500.0,SPELL_USD,0.0001959
2026-02-20 11:21:32.666210,500.0,SPELL_USD,0.0001966
2026-02-20 11:21:33.096647,500.0,SPELL_USD,0.0001968
2026-02-20 11:21:33.533956,500.0,SPELL_USD,0.0001978
2026-02-20 11:21:33.970496,500.0,SPELL_USD,0.0001979
2026-02-20 11:21:34.411222,500.0,SPELL_USD,0.0001967
2026-02-20 11:21:34.850889,500.0,SPELL_USD,0.0001952
2026-02-20 11:21:35.280467,500.0,SPELL_USD,0.0001956
2026-02-20 11:21:35.716890,500.0,SPELL_USD,0.0001931
2026-02-20 11:21:36.146056,500.0,AST_USD,0.0102
2026-02-20 11:21:36.218576,500.0,SPELL_USD,0.0001911
2026-02-20 11:21:36.678548,500.0,AST_USD,0.0105
2026-02-20 11:21:36.765526,500.0,SPELL_USD,0.0001896
2026-02-20 11:21:37.208402,500.0,AST_USD,0.0101
2026-02-20 11:21:37.280645,500.0,SPELL_USD,0.0001903
2026-02-20 11:21:37.713346,500.0,AST_USD,0.0103
2026-02-20 11:21:37.786601,500.0,SPELL_USD,0.0001903
2026-02-20 11:21:38.225994,500.0,AST_USD,0.0106
2026-02-20 11:21:38.300231,500.0,SAPIEN_USD,0.08521
2026-02-20 11:21:38.373344,500.0,SPELL_USD,0.0001916
2026-02-20 11:21:38.803832,500.0,AST_USD,0.0106
2026-02-20 11:21:38.876932,500.0,SAPIEN_USD,0.0851
2026-02-20 11:21:38.951146,500.0,SPELL_USD,0.0001901
2026-02-20 11:21:39.395482,500.0,AST_USD,0.011
2026-02-20 11:21:39.468686,500.0,SAPIEN_USD,0.08463
2026-02-20 11:21:39.542316,500.0,SPELL_USD,0.0001885
2026-02-20 11:21:39.973023,500.0,AST_USD,0.0098
2026-02-20 11:21:40.046634,500.0,SAPIEN_USD,0.08448
2026-02-20 11:21:40.119681,500.0,SPELL_USD,0.0001885
2026-02-20 11:21:40.568959,500.0,AST_USD,0.01
2026-02-20 11:21:40.642506,500.0,SAPIEN_USD,0.08528
2026-02-20 11:21:40.714723,500.0,SPELL_USD,0.0001907
2026-02-20 11:21:41.144286,500.0,AST_USD,0.0101
2026-02-20 11:21:41.216892,500.0,SAPIEN_USD,0.08508
2026-02-20 11:21:41.289810,500.0,SPELL_USD,0.0001911
2026-02-20 11:21:41.730874,500.0,AST_USD,0.0101
2026-02-20 11:21:41.804095,500.0,SAPIEN_USD,0.08432
2026-02-20 11:21:41.876886,500.0,SPELL_USD,0.0001901
2026-02-20 11:21:42.312186,500.0,AST_USD,0.0099
2026-02-20 11:21:42.384686,500.0,SAPIEN_USD,0.08467
2026-02-20 11:21:42.458301,500.0,SPELL_USD,0.0001902
2026-02-20 11:21:42.897337,500.0,AST_USD,0.0098
2026-02-20 11:21:42.970246,500.0,SAPIEN_USD,0.08442
2026-02-20 11:21:43.043386,500.0,SPELL_USD,0.0001905
2026-02-20 11:21:43.504722,500.0,AST_USD,0.0098
2026-02-20 11:21:43.576829,500.0,SAPIEN_USD,0.08444
2026-02-20 11:21:43.650446,500.0,SPELL_USD,0.0001902
2026-02-20 11:21:44.097186,500.0,AST_USD,0.0097
2026-02-20 11:21:44.170482,500.0,SAPIEN_USD,0.08495
2026-02-20 11:21:44.244791,500.0,SPELL_USD,0.0001893
2026-02-20 11:21:44.723551,500.0,AST_USD,0.0095
2026-02-20 11:21:44.796695,500.0,SAPIEN_USD,0.08543
